,PS1,PS2,PS3,PS4,PS5,FS1,TS1,TS2,TS3,TS4,CE,CP,SE,y_coolerCondition,y_valveCondition,y_pumpLeak,y_hydraulicAcc,y_stableFlag
10,159.32175666666623,108.4378516666666,1.8324839999999942,9.068216833333352,8.983758166666627,6.659208333,44.106116666666644,48.58626666666667,45.36508333333331,41.10019999999997,18.11201666666667,1.1453500000000005,59.584349999999986,3,100,0,130,1
11,159.2351133333338,108.3167815,1.8256623333333328,9.023033667,8.940413000000051,6.663306666666665,44.63849999999999,49.114216666666636,45.92148333333333,41.56785000000001,18.06883333333333,1.1645833333333335,59.758183333333314,3,100,0,130,1
12,159.13514833333394,108.24107966666746,1.8158948333333333,8.981116666666612,8.901620500000035,6.655926666666668,45.1596,49.60216666666667,46.391066666666674,42.03833333333331,17.742283333333333,1.1629666666666665,59.73681666666666,3,100,0,130,1
13,159.08735166666705,108.21403683333382,1.8075149999999967,8.948214499999999,8.870686666666625,6.665409999999999,45.628733333333315,50.06426666666666,46.86816666666667,42.43971666666667,17.678150000000002,1.1799,59.91648333333331,3,100,0,130,1
14,158.9858233,108.12740333333399,1.8038094999999925,8.915401333333387,8.840755500000006,6.669133333333329,46.059183333333344,50.50908333333333,47.318266666666666,42.79893333333334,17.77883333333333,1.2018666666666666,60.047316666666674,3,100,0,130,1
15,158.8642400000003,108.03851166666695,1.8023994999999984,8.890655333333408,8.816202000000006,6.649888333333337,46.46225000000001,50.91523333333334,47.70863333333333,43.15196666666667,17.692366666666665,1.207383333333333,59.811099999999996,3,100,0,130,1
16,158.81964166666717,107.98140900000072,1.7936563333333275,8.889613166666704,8.813412333,6.649658333333331,46.839566666666656,51.29886666666664,48.06265,43.44553333333334,17.721516666666673,1.2196166666666668,59.86661666666667,3,100,0,130,1
17,158.79358000000028,107.9549878333333,1.7949478333333269,8.861766499999906,8.786334666666722,6.639613333333328,47.152183333333326,51.653199999999984,48.44433333333333,43.732033333333305,17.820150000000005,1.2421833333333332,59.76801666666668,3,100,0,130,1
18,158.65068833333348,107.83698666666629,1.7934546666666664,8.836582499999968,8.762949167,6.6601116666666655,47.46976666666668,51.996400000000015,48.740183333333356,44.044,17.555983333333337,1.2353166666666666,60.096300000000035,3,100,0,130,1
19,158.59539833333267,107.76220716666668,1.8003541666666618,8.815813666666632,8.744519499999964,6.648780000000005,47.75106666666668,52.313583333333334,49.08618333333334,44.30386666666665,17.66436666666666,1.256116666666667,60.01890000000001,3,100,0,130,1
20,158.61717000000047,107.79408933333362,1.8004373333333341,8.819560499999954,8.751074833,6.638245000000004,48.02619999999999,52.58476666666666,49.347150000000006,44.498483333333326,17.734166666666667,1.2668833333333331,59.94155000000003,3,100,0,130,1
21,158.57060333333317,107.73928499999984,1.7975006666666653,8.829950666666585,8.760344500000038,6.644133333333335,48.27095,52.84005000000001,49.62603333333335,44.66851666666666,17.942616666666666,1.2905,60.1872,3,100,0,130,1
22,158.53252166666684,107.7301787,1.7913808333333363,8.833388333333271,8.763845666666684,6.636838333333332,48.49956666666666,53.06208333333335,49.856116666666665,44.855266666666665,17.955650000000002,1.297683333333334,60.08256666666666,3,100,0,130,1
23,158.50901166666603,107.73016933333359,1.7924931666666655,8.825094499999933,8.754625499999971,6.632769999999998,48.71131666666664,53.25635,50.07588333333332,45.05454999999999,17.929516666666675,1.302283333333333,59.9592,3,100,0,130,1
24,158.4446083,107.71205083333352,1.792617499999999,8.814211,8.743425166666638,6.634750000000003,48.91953333333334,53.4621,50.26948333333335,45.20803333333334,17.960766666666668,1.310466666666667,60.04371666666667,3,100,0,130,1
25,158.33628166666787,107.59213533333364,1.738895167,8.799729000000017,8.7305495,6.647124999999999,49.11003333333334,53.673816666666646,50.52234999999999,45.32215000000001,18.28901666666666,1.3448,60.35078333333334,3,100,0,130,1
26,158.26508666666751,107.51676166666678,1.7311759999999956,8.796408833333379,8.727123833333295,6.6347916666666675,49.318749999999994,53.870583333333336,50.72119999999999,45.49631666666665,18.268216666666675,1.3485833333333332,60.21648333333334,3,100,0,130,1
27,158.25193833333446,107.48398466666728,1.740612833333339,8.791438500000064,8.722813999999943,6.646880000000003,49.495233333333346,54.05959999999998,50.91049999999998,45.53816666666665,18.6461,1.3834166666666663,60.43135,3,100,0,130,1
28,158.09042666666758,107.34845083333344,1.740557666666667,8.781652500000034,8.714268499999967,6.641189999999994,49.66363333333331,54.205583333333315,51.065333333333335,45.77081666666666,18.258216666666662,1.3594166666666667,60.35935000000001,3,100,0,130,1
29,157.95073500000058,107.23488649999996,1.7349649999999892,8.778931666666729,8.7114815,6.644685000000004,49.824416666666664,54.384833333333304,51.16253333333332,45.79908333333333,18.431566666666665,1.3755666666666673,60.39046666666666,3,100,0,130,1
30,157.95500000000015,107.22357700000005,1.7374009999999955,8.770889500000042,8.7042615,6.6291100000000025,49.928266666666644,54.48656666666666,51.35018333333333,45.932249999999996,18.57785,1.3909333333333331,60.146883333333335,3,100,0,130,1
31,157.9004283333332,107.17943700000008,1.7334390000000013,8.763220000000079,8.698755833333319,6.624546666666667,50.03428333333332,54.60176666666668,51.49528333333335,46.07304999999999,18.483833333333333,1.3873000000000004,60.064700000000016,3,100,0,130,1
32,157.96926166666685,107.24081533333329,1.7371579999999924,8.758904833333359,8.694084833333335,6.641248333333332,50.16913333333336,54.722583333333326,51.57951666666666,46.08381666666666,18.74293333333333,1.408466666666667,60.37018333333334,3,100,0,130,1
33,157.8799283333327,107.12953016666691,1.7336914999999875,8.752250333333343,8.687685500000033,6.632510000000001,50.28476666666669,54.86733333333332,51.73011666666665,46.20784999999999,18.70531666666668,1.411616666666667,60.20711667,3,100,0,130,1
34,157.83447333333316,107.08963366666674,1.732460166666663,8.742353666666656,8.678553500000012,6.6357433333333296,50.38808333333332,54.98786666666667,51.8691,46.362183333333356,18.63385,1.4061333333333335,60.33853333333333,3,100,0,130,1
35,157.7994866666665,107.07464450000025,1.7251653333333263,8.745542833333339,8.682093667,6.625091666666669,50.501483333333326,55.08979999999998,51.95345,46.35541666666667,18.90718333333333,1.4286666666666672,60.19851666666667,3,100,0,130,1
36,157.7686100000001,107.01590383333371,1.7241554999999937,8.743158666666655,8.6798235,6.622036666666665,50.59571666666666,55.21276666666667,52.059333333333356,46.48551666666666,18.781366666666667,1.420816666666667,60.00498333333332,3,100,0,130,1
37,157.76164166666638,107.01763666666689,1.7163973333333309,8.737774666666672,8.676078333,6.630413333333328,50.67221666666667,55.29843333333333,52.14393333333335,46.57316666666666,18.718599999999988,1.4174000000000004,60.197849999999974,3,100,0,130,1
38,157.83084333333264,107.082773,1.7233014999999947,8.732193833333332,8.670217666666707,6.635854999999994,50.71944999999999,55.351949999999995,52.29423333333333,46.65569999999999,18.847166666666666,1.4335500000000005,60.25461666666668,3,100,0,130,1
39,157.7376016666663,106.98629400000065,1.730677999999999,8.736621833333352,8.674893166666736,6.633998333333337,50.814416666666666,55.45013333333333,52.334399999999995,46.58028333333333,19.20806666666667,1.46255,60.2739,3,100,0,130,1
40,157.7906416666665,107.04378300000062,1.7351098333333275,8.737543666666642,8.675093166666692,6.621596666666671,50.90516666666668,55.54883333333331,52.41903333333334,46.510100000000016,19.655400000000004,1.5034166666666668,59.956750000000014,3,100,0,130,1
41,157.69486333333333,106.96930400000001,1.7331998333333274,8.727892000000013,8.667084833333387,6.619780000000003,50.97944999999999,55.60164999999998,52.49253333333333,46.75795000000001,19.02315,1.4579500000000003,60.021016666666654,3,100,0,130,1
42,157.65831166666703,106.9178375000001,1.7281376666666666,8.724992500000013,8.664492667,6.617328333333334,51.06951666666665,55.68198333333332,52.53968333333332,46.80316666666666,18.979666666666674,1.4568833333333333,59.99605,3,100,0,130,1
43,157.63319333333342,106.92725850000052,1.7272038333333246,8.726438666666684,8.666371833333393,6.621698333333333,51.11586666666664,55.73405000000002,52.642983333333355,46.80361666666667,19.269750000000002,1.4838333333333327,60.064283333333314,3,100,0,130,1
44,157.59208166666625,106.90547450000044,1.7351356666666655,8.717881500000015,8.657165833333382,6.628009999999996,51.193216666666665,55.79246666666669,52.719516666666685,46.90495000000001,19.124633333333335,1.4744999999999995,60.249083333333346,3,100,0,130,1
45,157.58220166666675,106.88391383333365,1.7355376666666638,8.717563500000042,8.657379833333398,6.619646666666664,51.21803333333333,55.84343333333334,52.791566666666654,46.925883333333346,19.306649999999998,1.4863000000000002,60.06354999999999,3,100,0,130,1
46,157.58094333333372,106.88588216666697,1.7254746666666627,8.716984167,8.6566725,6.642470000000005,51.28616666666666,55.90363333333334,52.857,46.96061666666669,19.371349999999996,1.4947833333333336,60.36428333333333,3,100,0,130,1
47,157.56419666666633,106.84422833333316,1.7243855000000012,8.709383166666656,8.649768000000062,6.6405550000000035,51.348349999999996,55.982133333333316,52.88723333333334,46.91843333333333,19.592466666666667,1.5110333333333335,60.47613333,3,100,0,130,1
48,157.56483999999944,106.86601483333324,1.7140006666666558,8.707593500000007,8.6490575,6.6323149999999975,51.39461666666667,56.03313333333334,52.93271666666667,46.97998333333335,19.549250000000004,1.5071833333333338,60.34396666666665,3,100,0,130,1
49,157.57419999999954,106.90339783333363,1.7126374999999914,8.703713333333342,8.646877166666748,6.622501666666666,51.46833333333334,56.08488333333332,52.99711666666665,47.009116666666685,19.6313,1.5156666666666676,60.250750000000004,3,100,0,130,1
50,157.6129716666669,106.91734300000033,1.7199308333333316,8.700791833333364,8.643941000000028,6.622409999999996,51.52106666666666,56.16261666666665,53.03020000000001,46.989433333333345,19.808566666666664,1.528533333333334,60.23301666666668,3,100,0,130,1
51,157.54615833333372,106.8686801666664,1.7225358333333196,8.695814333333324,8.638503166666734,6.619305000000006,51.56841666666666,56.20379999999999,53.12176666666666,47.15835,19.529083333333332,1.5066333333333333,60.22478333333331,3,100,0,130,1
52,157.53197166666655,106.83982216666678,1.7172071666666622,8.698417333333332,8.639050333333389,6.623915000000005,51.61326666666667,56.2712,53.13821666666667,47.17971666666665,19.51226666666666,1.5076500000000002,60.287916666666696,3,100,0,130,1
53,157.5261916666674,106.83489949999993,1.7212993333333224,8.696982333333354,8.638020833333318,6.618191666666669,51.65735,56.32339999999998,53.13991666666666,47.10108333333335,19.745649999999998,1.5255999999999998,60.20833333333335,3,100,0,130,1
54,157.6302933333331,106.92785816666691,1.7323231666666699,8.699042166666656,8.638604166666726,6.6278433333333355,51.700700000000005,56.366866666666645,53.235733333333314,47.14253333333336,19.879166666666666,1.5401833333333341,60.380666666666684,3,100,0,130,1
55,157.54221166666616,106.85180449999997,1.7315649999999945,8.696124333333298,8.635682500000009,6.634783333333331,51.74394999999999,56.38601666666664,53.28374999999996,47.293100000000024,19.571283333333337,1.5112833333333333,60.53701666666666,3,100,0,130,1
56,157.50518166666652,106.80493300000039,1.729341999999994,8.694655166666706,8.634219833333368,6.636809999999997,51.76063333333333,56.41868333333331,53.345950000000016,47.382466666666666,19.413766666666664,1.5036999999999998,60.63811666666667,3,100,0,130,1
57,157.51768666666703,106.82720516666694,1.7297331666666576,8.691750833333314,8.631906833333353,6.6175316666666735,51.7932,56.47676666666668,53.3475,47.32886666666668,19.57806666666667,1.5188333333333333,60.2944,3,100,0,130,1
58,157.4809050000001,106.78475733333312,1.7237744999999907,8.693600000000007,8.632896166666736,6.637646666666663,51.84589999999999,56.52831666666667,53.37795000000003,47.17096666666668,20.157249999999998,1.5640166666666673,60.669249999999984,3,100,0,130,1
59,157.49671666666663,106.80555149999971,1.7270596666666649,8.693452499999994,8.632781166666692,6.635518333333328,51.881283333333336,56.57346666666669,53.38676666666666,47.33593333333332,19.66058333333333,1.5245500000000003,60.63083333333334,3,100,0,130,1
60,157.4700050000009,106.76232733333332,1.7252293333333213,8.690536333,8.630063500000013,6.629313333,51.913916666666665,56.60655000000002,53.44211666666668,47.375166666666665,19.66935,1.5283166666666663,60.530033333333314,3,100,0,130,1
61,157.44858166666674,106.79522116666665,1.7162468333333238,8.689466166666648,8.629398999999987,6.618843333333336,51.929599999999986,56.62878333333334,53.46823333333332,47.25343333333334,20.116116666666667,1.5620666666666663,60.36666666666666,3,100,0,130,1
62,157.46928666666716,106.7913143333335,1.7330454999999951,8.683996000000036,8.624375166666628,6.6272649999999995,51.91603333333333,56.63585,53.52298333333332,47.30465,20.124383333333334,1.5653999999999997,60.539116666666665,3,100,0,130,1
63,157.44118166666706,106.76242816666696,1.733201833333329,8.677963166666682,8.617983833333307,6.621781666666666,51.97953333333333,56.6729,53.52421666666667,47.3211,20.065866666666672,1.5626833333333328,60.45483333333335,3,100,0,130,1
64,157.44845833333406,106.7977145000003,1.733976167,8.682053333333398,8.622015166666635,6.625081666666667,52.00331666666667,56.69920000000001,53.56194999999998,47.25884999999998,20.343816666666672,1.5829333333333329,60.51806666666664,3,100,0,130,1
65,157.4501517,106.77696283333346,1.7275918333333278,8.683362166666711,8.623972166666597,6.628023333333326,52.0069,56.70564999999999,53.55744999999998,47.21455,20.48168333333334,1.5944333333333327,60.59560000000001,3,100,0,130,1
66,157.43817333333368,106.74620333333323,1.7257039999999981,8.683528833,8.624775666666675,6.637780000000003,52.02756666666667,56.71528333333335,53.61294999999997,47.557333333333325,19.52975,1.523283333333333,60.68155000000001,3,100,0,130,1
67,157.4143650000007,106.73128633333332,1.7253839999999965,8.682046333333377,8.623610666666679,6.633064999999998,52.06471666666666,56.74151666666667,53.57469999999999,47.46673333333334,19.747400000000003,1.5364000000000002,60.6065,3,100,0,130,1
68,157.43055166666684,106.75701466666705,1.722290833333322,8.677625166666738,8.619286666666618,6.63636,52.097983333333346,56.7801,53.645433333333315,47.46141666666665,19.964050000000007,1.5550333333333333,60.637316666666685,3,100,0,130,1
69,157.40886666666705,106.73600549999985,1.7251659999999929,8.677133333333401,8.618394333333324,6.616253333333329,52.155649999999966,56.83603333333331,53.66873333333336,47.41813333333333,20.21498333333334,1.5721333333333338,60.355883333333345,3,100,0,130,1
70,157.39657999999997,106.72372300000028,1.7293744999999936,8.6750005,8.616784499999927,6.619966666666667,52.156249999999986,56.840749999999964,53.69708333333331,47.65253333333335,19.581900000000005,1.5195500000000004,60.4398,3,100,0,130,1
71,157.39736333333406,106.73710349999988,1.7268354999999929,8.670226000000044,8.612794166666557,6.623598333,52.21026666666665,56.863166666666636,53.7366,47.754550000000016,19.517833333333336,1.5023833333333332,60.55664999999999,3,100,0,130,1
72,157.3434050000008,106.67700500000014,1.7239751666666607,8.668996833333377,8.611846666666578,6.621493333333338,52.30483333333333,56.87421666666666,53.82438333333334,47.883533333333325,19.70911666666667,1.4917499999999995,60.401516666666666,3,100,0,130,1
73,157.33445833333394,106.67413800000031,1.7246159999999937,8.670238166666705,8.613797999999983,6.616700000000001,52.37839999999999,56.89808333333333,53.82130000000002,47.88831666666666,19.856616666666664,1.4921833333333332,60.34053333333335,3,100,0,130,1
74,157.3573783333336,106.68386483333379,1.7351961666666609,8.661636333333373,8.604271833333286,6.635338333333333,52.41358333333332,56.94976667,53.965466666666664,47.66655,21.098683333333337,1.5831499999999996,60.70171666666669,3,100,0,130,1
75,157.33142166666758,106.63986700000011,1.7397246666666646,8.657827500000005,8.600143667,6.624121666666668,52.42258333333334,56.985200000000006,54.02186666666664,47.936733333333336,20.320100000000007,1.5282499999999999,60.443666666666665,3,100,0,130,1
76,157.3246583333339,106.64799649999998,1.7390356666666684,8.657282666666696,8.599673333333305,6.635296666666669,52.52995,57.03711666666666,54.06228333333333,48.00105000000001,20.200433333333326,1.5206999999999995,60.6105,3,100,0,130,1
77,157.31208500000105,106.63928866666738,1.7268189999999912,8.6530775,8.596420167,6.612963333333331,52.59774999999999,57.07978333333333,54.135383333333316,47.97101666666666,20.59059999999999,1.5467000000000004,60.356983333333346,3,100,0,130,1
78,157.29419500000074,106.6116768333336,1.7332543333333346,8.649592667,8.592202833333248,6.6172650000000015,52.63828333333335,57.11425,54.188633333333314,48.02036666666667,20.64363333333333,1.54895,60.40880000000001,3,100,0,130,1
79,157.26318166666726,106.5938705000001,1.726022833,8.648824333333371,8.591324166666615,6.626873333333331,52.69541666666667,57.19201666666665,54.23391666666666,47.99511666666668,20.832816666666663,1.563716666666667,60.569600000000015,3,100,0,130,1
80,157.25044666666733,106.58279866666719,1.7186421666666565,8.643149333333382,8.585829499999912,6.620123333333331,52.67783333333333,57.20318333333332,54.26761666666668,48.06806666666669,20.70593333333334,1.55425,60.4976,3,100,0,130,1
81,157.23630833333394,106.5921013333335,1.7139006666666583,8.645400167,8.588540499999924,6.604739999999999,52.765483333333336,57.250766666666664,54.28841666666666,48.230799999999995,20.279900000000005,1.5174833333333335,60.25669999999999,3,100,0,130,1
82,157.25583833333397,106.59770866666688,1.7146386666666564,8.643304500000033,8.585228333333303,6.607058333333331,52.796916666666675,57.29219999999998,54.36160000000002,48.13673333333334,20.903966666666673,1.5594000000000001,60.299233333333326,3,100,0,130,1
83,157.23048333333347,106.58887566666681,1.710232166666651,8.639993499999983,8.582634666666635,6.606386666666663,52.82771666666667,57.32103333333334,54.408233333333335,48.159049999999986,20.961433333333336,1.5644833333333328,60.30360000000003,3,100,0,130,1
84,157.22484000000085,106.56119916666648,1.7252666666666583,8.639279000000052,8.581948833333296,6.6045766666666745,52.83363333333333,57.34501666666665,54.43235,48.274566666666665,20.622616666666662,1.5416,60.25249999999999,3,100,0,130,1
85,157.23757833333443,106.58551850000036,1.716794666666654,8.640342333333372,8.583456166666586,6.605370000000003,52.89256666666665,57.37850000000002,54.434583333333336,48.2974,20.420633333333324,1.5361166666666668,60.24941666666666,3,100,0,130,1
86,157.23151333333433,106.56801883333372,1.7096396666666587,8.639997833333362,8.583285999999957,6.605456666666669,52.90308333333335,57.44316666666667,54.42958333333334,48.28376666666665,20.301949999999987,1.538066666666667,60.256550000000026,3,100,0,130,1
87,157.2435633333341,106.57909300000021,1.721372999999989,8.636916666666716,8.579894666666611,6.6090933333333375,52.90551666666667,57.43843333333332,54.470666666666666,48.22991666666666,20.63024999999999,1.5624333333333327,60.26849999999998,3,100,0,130,1
88,157.23450500000118,106.54324083333343,1.7215959999999904,8.634705000000015,8.577276999999969,6.624023333333337,52.94460000000001,57.46618333333333,54.51323333333332,48.13270000000002,21.124466666666663,1.5984500000000001,60.565749999999966,3,100,0,130,1
89,157.21444166666683,106.52546933333329,1.7211828333333212,8.632419833333348,8.574452333333301,6.607241667,52.98328333333334,57.489716666666645,54.53511666666668,48.17821666666666,20.986749999999997,1.5908833333333334,60.20969999999999,3,100,0,130,1
90,157.21048333333334,106.5210360000001,1.7236663333333275,8.633079000000018,8.575696499999975,6.626918333333331,52.99998333333335,57.51221666666665,54.529283333333325,48.17878333333333,20.961683333333323,1.588266666666666,60.51765,3,100,0,130,1
91,157.1977233333335,106.52578300000056,1.7153908333333268,8.631374999999986,8.574000833333297,6.605629999999997,53.01938333333333,57.53678333333335,54.590866666666685,48.22486666666666,20.987716666666664,1.5918499999999998,60.16331666666667,3,100,0,130,1
92,157.19572166666683,106.53251966666656,1.718956499999988,8.630644000000048,8.573371333333307,6.610014999999999,53.05241666666668,57.53941666666666,54.61531666666665,48.313133333333326,20.871366666666667,1.577616666666667,60.18908333333334,3,100,0,130,1
93,157.16941999999995,106.5058250000003,1.7256659999999977,8.630626166666705,8.574225333333281,6.6247616666666715,53.06950000000002,57.55485000000001,54.640416666666646,48.279383333333335,21.10995,1.5903166666666668,60.44206666666667,3,100,0,130,1
94,157.16719500000013,106.48190466666688,1.7196128333333223,8.632969333333357,8.575472166666623,6.629535000000004,53.12368333333336,57.56735000000002,54.65991666666666,48.42419999999998,20.843300000000006,1.5606333333333333,60.46648333333335,3,100,0,130,1
95,157.16025666666675,106.48235799999979,1.7196221666666607,8.628924666666718,8.572396666666638,6.628848333333331,53.160716666666666,57.5873,54.67773333333333,48.19675,21.742616666666663,1.619616666666666,60.453316666666645,3,100,0,130,1
96,157.14958166666673,106.46860450000054,1.720988833333324,8.626165000000004,8.569987333333293,6.614218333333329,53.18283333333334,57.611,54.7201,48.47913333333334,20.824583333333326,1.5608666666666664,60.19420000000001,3,100,0,130,1
97,157.16754166666706,106.48567983333359,1.7172711666666558,8.626309333333342,8.569549166666642,6.6131416666666665,53.19408333333333,57.672983333333335,54.68390000000001,48.626833333333344,19.967350000000003,1.5157166666666664,60.33129999999998,3,100,0,130,1
98,157.17052166666684,106.47632116666706,1.7206751666666584,8.620391499999982,8.564074166666646,6.605671666666669,53.21398333333334,57.73638333333335,54.74738333333333,48.70896666666667,19.724600000000002,1.509466666666666,60.200816666666675,3,100,0,130,1
99,157.1330533333333,106.45519833333334,1.7266891666666606,8.617567499999941,8.561503833333296,6.627820000000003,53.198600000000006,57.73540000000001,54.77101666666667,48.72718333333331,19.833983333333336,1.5099666666666667,60.647249999999985,3,100,0,130,1
100,157.14387999999903,106.47612566666719,1.7339884999999928,8.616092333333336,8.559061499999997,6.603591666666668,53.2598,57.76113333333334,54.768366666666665,48.74011666666666,19.705316666666665,1.5047499999999998,60.28436666666667,3,100,0,130,1
101,157.12995499999928,106.41953799999992,1.7337223333333314,8.612433166666642,8.553055667,6.6131350000000015,53.23425000000001,57.77716666666668,54.822266666666664,48.768533333333316,19.660116666666674,1.5108499999999998,60.44385000000003,3,100,0,130,1
102,157.13216499999976,106.42138666666703,1.7345634999999953,8.606570833,8.547031500000045,6.608248333333331,53.24741666666669,57.80309999999999,54.894949999999994,48.80136666666665,19.686716666666662,1.5191499999999998,60.380716666666665,3,100,0,130,1
103,157.14551166666627,106.42275400000015,1.742806833333327,8.610363999999938,8.552162666666701,6.619623333333336,53.28325000000003,57.82266666666665,54.871400000000015,48.74239999999996,19.920716666666657,1.5299333333333334,60.591133333333325,3,100,0,130,1
104,157.11286666666612,106.40540283333347,1.7426335000000002,8.608500166666627,8.551942000000022,6.611773333,53.323933333333315,57.80898333333333,54.85715000000001,48.733966666666674,20.032183333333332,1.527783333333333,60.45986666666668,3,100,0,130,1
105,157.12328333333238,106.42326000000023,1.7225883333333267,8.61055,8.552354000000035,6.619405,53.34631666666666,57.84808333333332,54.84611666666668,48.79068333333332,19.700016666666667,1.5096166666666668,60.611466666666644,3,100,0,130,1
106,157.11328999999898,106.41194650000043,1.7327083333333284,8.606331667,8.546368833333347,6.620956666666669,53.35008333333332,57.87464999999999,54.89793333333334,48.84924999999997,19.67378333333333,1.508633333333333,60.59814999999998,3,100,0,130,1
107,157.0805033333325,106.4027980000002,1.7350576666666684,8.604261333,8.544282000000038,6.6023000000000005,53.382783333333315,57.88013333333333,54.93268333333336,48.87906666666665,19.77796666666666,1.5079499999999997,60.33815000000001,3,100,0,130,1
108,157.0745366666662,106.3988631666667,1.7325513333333262,8.604690499999952,8.545304833333361,6.602341666666669,53.41794999999999,57.89813333333333,54.912983333333344,48.73256666666664,20.330350000000003,1.5418333333333338,60.369500000000016,3,100,0,130,1
109,157.0463833333323,106.35924099999993,1.725591833333321,8.601844333333279,8.543573166666667,6.621831666666672,53.462216666666656,57.92468333333332,54.96595000000003,48.87123333333332,20.033633333333334,1.5181,60.69211666666666,3,100,0,130,1
110,157.10225166666623,106.41385633333344,1.7258746666666585,8.601749499999935,8.542690667,6.608531666666665,53.47009999999999,57.94356666666668,54.992449999999984,48.83746666666664,20.281350000000007,1.5331166666666671,60.41255,3,100,0,130,1
111,157.07037499999907,106.41060916666653,1.737611333333336,8.601834333333306,8.543530166666716,6.597076666666666,53.52246666666667,57.97873333333333,55.02181666666666,48.91249999999999,20.07723333333333,1.5218,60.21348333333336,3,100,0,130,1
112,157.11995499999986,106.43625716666666,1.7301966666666595,8.601871833333343,8.542350666666678,6.606023333,53.51584999999998,58.02661666666667,55.057683333333344,48.99826666666668,19.769550000000002,1.5081000000000002,60.29938333333333,3,100,0,130,1
113,157.10873333333265,106.43329733333326,1.727625499999985,8.597235166666618,8.5385825,6.620264999999999,53.48558333333333,58.03883333333335,55.09691666666666,48.99033333333332,19.890799999999995,1.5208333333333335,60.57373333333335,3,100,0,130,1
114,157.01554166666583,106.31533716666675,1.7295773333333282,8.600197667,8.541175500000008,6.6002333333333425,53.557866666666655,58.05889999999999,55.09684999999999,49.00783333333334,19.91636666666667,1.516716666666667,60.21838333333335,3,100,0,130,1
115,157.0327699999995,106.3555276666667,1.7312628333333326,8.598522667,8.538898166666694,6.605688333333337,53.56503333333332,58.059800000000024,55.11311666666665,48.94183333333333,20.277049999999996,1.5385500000000003,60.30773333333334,3,100,0,130,1
116,157.01305333333264,106.33829549999992,1.7343609999999896,8.5934475,8.533472333333341,6.616269999999994,53.58839999999999,58.08264999999999,55.14646666666666,49.007550000000016,20.192716666666666,1.5295833333333333,60.48584999999998,3,100,0,130,1
117,157.02942166666608,106.3616001666667,1.7290709999999936,8.592278999999971,8.533665499999996,6.601323333333336,53.61074999999999,58.093366666666654,55.15341666666665,49.00093333333333,20.267500000000005,1.5318333333333338,60.262533333333344,3,100,0,130,1
118,156.98999499999925,106.29630266666635,1.7280184999999875,8.589835499999937,8.530741666666659,6.611631666666664,53.648933333333325,58.11996666666669,55.17423333333332,49.084033333333316,20.045883333333336,1.5166833333333334,60.50980000000003,3,100,0,130,1
